team_no,knowcat_1,knowcat_2,knowcat_3,knowcat_4,knowcat_5,knowcat_6,mtxScore,nsScore,crtScore,bnScore,aotScore,nfcScore
0,-0.544213481,-0.519348642,-0.2900728,-0.572280004,-0.576061,-0.453937546,0.773235277,0.506687742,0.947090376,0.704843523,-0.836181057,-0.071100663
1,1.580231595,-0.519348642,0.709994477,0.050383251,1.016617063,0.831933339,-1.857696195,0.506687742,0.431245279,-0.024170997,1.500695805,1.128523154
1,-0.847705635,-2.434968737,-0.790106439,-0.572280004,-0.098257581,-1.096872988,-0.279137312,0.062580012,-1.632135108,-0.753185516,-1.170020609,-0.870849875
1,0.265098929,0.699682328,-0.690099711,-0.779834423,-0.098257581,0.831933339,-0.279137312,0.506687742,0.947090376,-0.753185516,-1.837699712,0.595357013
1,0.467427031,0.351387765,-0.2900728,0.984378135,-0.098257581,-0.614671407,1.299421571,0.506687742,0.947090376,-0.024170997,-0.168501954,0.595357013
1,0.163934878,0.699682328,0.409974294,-0.779834423,0.220278032,0.188997897,0.773235277,-0.381527718,-0.600444914,-0.024170997,-0.168501954,0.195482407
1,-1.960510199,-1.56423233,-0.790106439,-1.817606515,-1.213132225,-0.775405267,-1.331509901,-0.825635448,-2.147980205,-0.753185516,-1.503860161,-2.603639834
2,-0.038393225,-0.519348642,-1.390146805,0.050383251,-0.735328806,0.188997897,0.773235277,0.950795472,0.947090376,0.704843523,0.833016701,1.794980831
2,-0.139557276,-1.041790486,-0.2900728,-2.647824189,-0.257525387,-0.614671407,0.773235277,0.950795472,0.431245279,-0.024170997,-1.170020609,-1.270724481
2,-1.050033738,-1.041790486,-1.090126622,-0.468502795,0.061010225,-0.614671407,0.773235277,0.950795472,0.431245279,1.433858043,-1.503860161,-2.070473693
2,1.782559698,-0.693495923,2.310102121,0.569269298,1.335152676,0.028264036,0.247048983,-1.269743179,-1.116290011,-1.482200036,0.833016701,-0.604266805
2,0.36626298,-0.345201361,-0.890113166,-0.779834423,-0.416793194,-0.293203685,-0.279137312,0.950795472,0.431245279,-0.024170997,0.165337598,-0.73755834
2,0.770919185,1.744566016,-0.190066072,-0.364725586,0.698081451,0.671199478,-0.279137312,1.394903202,0.947090376,1.433858043,0.165337598,0.462065478
3,-1.151197789,-0.693495923,-0.590092983,-0.468502795,-0.576061,-1.096872988,-0.279137312,-1.269743179,-0.600444914,-1.482200036,-1.170020609,0.728648548
3,1.377903493,0.003093202,1.210028116,0.880600925,1.335152676,-0.132469825,0.773235277,1.394903202,0.947090376,1.433858043,-0.836181057,-0.337683734
3,2.086051852,2.26700786,1.710061754,0.984378135,1.016617063,1.314134921,0.247048983,0.950795472,0.431245279,-0.024170997,0.49917715,-1.137432946
3,-0.847705635,-1.215937767,-0.890113166,-0.883611632,-0.735328806,0.028264036,0.773235277,1.394903202,0.431245279,0.704843523,0.49917715,0.062190872
3,-0.847705635,-0.693495923,-0.990119894,-0.053393958,-0.894596613,-0.132469825,1.299421571,0.950795472,-0.084599818,1.433858043,0.165337598,1.52839776
3,0.669755134,2.26700786,1.710061754,0.25793767,2.131491708,-2.061276152,-0.279137312,-0.381527718,-0.600444914,-1.482200036,-1.503860161,-0.73755834
4,-0.847705635,-0.519348642,-1.190133349,-0.053393958,-0.894596613,-0.775405267,0.773235277,0.950795472,0.947090376,1.433858043,0.165337598,0.462065478
4,-0.645377532,2.092860578,-0.490086255,-0.779834423,-0.894596613,0.028264036,1.825607866,0.062580012,0.947090376,0.704843523,0.165337598,0.195482407
4,-0.948869686,-1.738379611,-1.090126622,-1.298720469,0.220278032,-0.453937546,1.825607866,1.394903202,0.947090376,1.433858043,-1.170020609,-1.00414141
4,2.086051852,0.003093202,-0.390079528,0.673046507,1.494420482,1.474868782,-1.331509901,0.062580012,-0.084599818,-0.753185516,-1.170020609,0.062190872
4,-0.240721327,-0.867643205,-0.490086255,-0.883611632,-0.576061,0.028264036,-0.805323606,-0.381527718,-0.600444914,-0.753185516,0.833016701,-0.204392199
4,0.467427031,0.177240484,-0.190066072,0.880600925,0.220278032,-0.453937546,0.773235277,0.062580012,-1.632135108,-0.024170997,0.49917715,-1.00414141
5,-0.240721327,-1.390085049,0.810001205,0.25793767,-0.735328806,0.188997897,-0.279137312,0.950795472,-0.084599818,-0.024170997,-1.170020609,-1.00414141
5,-0.847705635,-0.867643205,0.109954111,-0.468502795,0.379545838,0.028264036,0.247048983,0.062580012,0.947090376,-1.482200036,-1.170020609,-0.204392199
5,-1.050033738,1.396271453,-0.490086255,-0.883611632,-0.416793194,-0.293203685,-0.279137312,-0.381527718,-0.084599818,0.704843523,0.49917715,0.328773942
5,-0.139557276,-0.171054079,0.209960839,0.25793767,0.538813644,0.671199478,0.773235277,0.062580012,0.947090376,1.433858043,1.500695805,-0.071100663
5,1.883723749,0.177240484,0.309967566,0.361714879,1.335152676,0.671199478,0.773235277,0.062580012,0.947090376,1.433858043,0.165337598,-0.604266805
5,-0.341885379,-1.912526893,0.810001205,0.880600925,-0.416793194,-0.614671407,0.773235277,-0.381527718,0.947090376,-0.024170997,0.49917715,0.328773942
6,0.36626298,1.744566016,2.110088665,1.399486972,1.17588487,0.510465618,1.299421571,0.950795472,0.947090376,1.433858043,-0.168501954,0.462065478
6,-1.353525891,1.396271453,0.509981022,-0.053393958,1.972223901,-0.775405267,-1.331509901,0.506687742,0.947090376,-0.024170997,0.49917715,1.395106225
6,0.568591083,-0.345201361,0.60998775,0.465492088,1.016617063,1.474868782,-1.331509901,-0.381527718,-0.600444914,-1.482200036,-0.502341505,-0.204392199
6,0.265098929,-1.390085049,-0.790106439,-0.260948376,-1.053864419,-1.257606849,0.247048983,0.950795472,0.947090376,1.433858043,0.165337598,-0.470975269
6,-1.859346148,0.699682328,0.309967566,-2.647824189,0.379545838,0.349731757,0.773235277,-1.269743179,-0.084599818,-1.482200036,0.49917715,1.52839776
6,0.36626298,0.177240484,0.309967566,2.333481855,2.131491708,1.635602642,0.773235277,-0.825635448,-0.084599818,-0.024170997,-0.168501954,0.328773942
7,0.872083236,-0.345201361,0.409974294,1.088155344,0.538813644,0.349731757,-1.857696195,-1.269743179,-0.084599818,-0.753185516,0.49917715,0.328773942
7,-0.341885379,0.003093202,-0.390079528,-0.364725586,0.061010225,0.831933339,0.247048983,0.950795472,-0.084599818,-0.024170997,1.834535356,1.52839776
7,0.669755134,-1.215937767,0.309967566,0.569269298,0.379545838,-0.936139128,-0.279137312,0.062580012,-0.600444914,-0.024170997,1.166856253,1.395106225
7,0.062770826,0.873829609,-0.090059344,-0.364725586,-0.098257581,0.510465618,0.247048983,1.394903202,0.947090376,1.433858043,0.49917715,-0.337683734
7,-0.139557276,-0.345201361,1.210028116,-0.053393958,0.538813644,0.349731757,-2.910068784,-1.269743179,-0.084599818,-0.753185516,-0.502341505,0.062190872
7,0.163934878,-0.171054079,-0.090059344,0.465492088,0.538813644,0.188997897,-0.279137312,0.950795472,0.431245279,1.433858043,1.500695805,-0.870849875
8,2.996528313,0.351387765,1.510048299,1.399486972,1.653688289,0.188997897,0.773235277,-0.381527718,-0.084599818,-0.753185516,-1.503860161,-0.470975269
8,-0.847705635,-0.171054079,-1.190133349,-0.883611632,-0.576061,0.510465618,-0.279137312,0.950795472,0.431245279,0.704843523,1.166856253,0.062190872
8,-0.139557276,-0.345201361,-0.690099711,0.154160461,0.698081451,0.188997897,-0.279137312,-1.713850909,0.947090376,1.433858043,0.833016701,0.595357013
8,-0.038393225,0.873829609,-0.890113166,-0.364725586,-0.576061,-0.936139128,-1.857696195,-1.269743179,-0.600444914,-0.753185516,-1.170020609,-1.00414141
8,-0.847705635,-0.345201361,-0.090059344,-0.468502795,-0.098257581,-0.293203685,1.299421571,0.950795472,0.947090376,1.433858043,1.166856253,1.395106225
8,-0.948869686,-1.041790486,-0.990119894,-1.298720469,-1.690935644,-0.293203685,0.773235277,0.950795472,-0.600444914,-0.024170997,-1.170020609,0.062190872
9,-1.25236184,0.003093202,-1.190133349,-0.157171167,-0.257525387,-0.775405267,0.773235277,0.950795472,0.947090376,1.433858043,-0.168501954,-0.204392199
9,-0.847705635,-0.519348642,-1.090126622,-0.157171167,-0.098257581,0.671199478,0.773235277,0.506687742,-0.084599818,0.704843523,0.833016701,0.062190872
9,0.467427031,0.351387765,-0.590092983,1.399486972,1.335152676,-0.132469825,1.299421571,0.506687742,0.947090376,-0.024170997,0.833016701,1.52839776
9,-0.341885379,0.873829609,-0.990119894,-0.779834423,-0.894596613,-0.293203685,-0.279137312,-1.713850909,-2.147980205,-0.753185516,-1.837699712,-1.404016016
9,-1.151197789,-0.519348642,0.509981022,-0.053393958,0.061010225,0.349731757,-0.279137312,-0.825635448,-1.116290011,-0.753185516,-0.836181057,-1.270724481
9,0.669755134,0.351387765,-0.490086255,-0.572280004,0.379545838,0.028264036,0.247048983,0.506687742,0.947090376,-0.024170997,-0.168501954,1.261814689
10,0.36626298,-1.215937767,-0.090059344,-0.053393958,-1.213132225,-0.293203685,-0.279137312,0.506687742,0.431245279,-1.482200036,-0.168501954,0.062190872
10,-0.341885379,-0.519348642,-0.490086255,-0.779834423,-0.894596613,-0.936139128,-1.857696195,-0.825635448,-1.116290011,-0.024170997,1.166856253,-0.337683734
10,1.276739442,0.699682328,0.910007933,1.191932553,0.857349257,0.349731757,0.247048983,0.506687742,-0.084599818,1.433858043,0.165337598,0.728648548
10,0.568591083,0.177240484,-2.090193899,-0.987388841,-0.416793194,-0.614671407,1.825607866,0.062580012,0.947090376,0.704843523,-0.502341505,0.462065478
10,1.377903493,0.699682328,1.210028116,1.191932553,1.016617063,-0.293203685,-0.805323606,-0.825635448,0.947090376,-0.024170997,0.165337598,0.995231619
10,-0.44304943,-1.215937767,-1.490153533,-1.298720469,-2.009471257,-0.936139128,0.247048983,0.506687742,0.947090376,-0.024170997,1.834535356,-0.470975269
11,-0.948869686,0.699682328,0.709994477,0.465492088,-0.416793194,-0.453937546,0.773235277,0.506687742,0.431245279,-0.024170997,-0.502341505,1.395106225
11,-0.44304943,-0.171054079,-1.490153533,-0.779834423,-0.576061,-0.936139128,-0.805323606,-2.157958639,-2.147980205,-0.753185516,0.49917715,-0.071100663
11,0.163934878,0.351387765,-0.690099711,-0.779834423,0.220278032,-0.453937546,1.299421571,0.506687742,-1.632135108,0.704843523,0.833016701,0.728648548
11,-0.240721327,0.177240484,-0.190066072,-0.468502795,-0.098257581,0.028264036,1.299421571,0.950795472,0.947090376,0.704843523,1.166856253,-0.071100663
11,-0.44304943,0.873829609,0.60998775,-1.19494326,-0.576061,-1.41834071,1.299421571,-0.825635448,0.431245279,-0.024170997,0.833016701,0.995231619
11,1.580231595,1.918713297,0.810001205,1.399486972,0.857349257,1.796336503,-1.331509901,0.950795472,-0.084599818,-0.024170997,-0.168501954,-0.071100663
12,0.568591083,0.525535046,1.210028116,-2.128938143,-0.894596613,-0.453937546,-0.279137312,-0.825635448,-1.116290011,-1.482200036,-0.168501954,1.928272366
12,-0.341885379,-0.345201361,2.110088665,-2.025160934,0.220278032,-0.614671407,-1.331509901,-1.269743179,-2.147980205,-1.482200036,-0.836181057,0.861940084
12,-0.240721327,-0.171054079,1.01001466,-0.883611632,-2.009471257,-1.096872988,-0.279137312,-0.381527718,-0.600444914,-0.024170997,-0.168501954,-0.470975269
12,-0.746541584,-0.345201361,0.109954111,-0.157171167,-1.053864419,-1.096872988,-0.805323606,0.062580012,0.431245279,-0.024170997,-0.502341505,0.728648548
12,-0.139557276,-0.345201361,1.110021388,0.880600925,0.857349257,0.831933339,0.247048983,0.506687742,0.947090376,-0.024170997,1.166856253,0.728648548
12,0.467427031,0.525535046,1.01001466,-0.053393958,-1.372400031,-0.614671407,0.247048983,0.950795472,-0.084599818,1.433858043,0.49917715,0.595357013
13,-0.544213481,-1.215937767,-1.090126622,0.25793767,-1.690935644,-0.936139128,0.247048983,0.062580012,-0.600444914,-0.024170997,-0.836181057,0.195482407
13,0.062770826,-0.171054079,-0.2900728,0.984378135,0.538813644,-0.775405267,1.299421571,0.950795472,0.947090376,1.433858043,1.166856253,-0.337683734
13,-1.859346148,0.177240484,-0.190066072,0.880600925,-0.257525387,-0.775405267,0.773235277,0.062580012,0.947090376,-0.024170997,-1.503860161,-0.204392199
13,0.163934878,0.351387765,-1.090126622,0.673046507,-0.098257581,-0.775405267,0.247048983,0.506687742,0.431245279,1.433858043,0.833016701,1.52839776
13,0.265098929,0.351387765,-0.090059344,0.569269298,0.061010225,-0.132469825,-0.279137312,0.950795472,0.947090376,1.433858043,0.49917715,-0.604266805
13,0.062770826,-0.171054079,-0.490086255,0.673046507,-0.894596613,-0.453937546,0.773235277,-0.825635448,0.431245279,-0.024170997,1.500695805,-0.470975269
14,0.062770826,0.873829609,0.109954111,-0.779834423,1.494420482,0.188997897,0.247048983,1.394903202,-0.084599818,0.704843523,0.165337598,-0.604266805
14,0.062770826,-1.56423233,-1.090126622,-0.053393958,0.379545838,-0.775405267,0.247048983,0.950795472,0.431245279,-0.024170997,0.165337598,0.728648548
14,0.36626298,0.177240484,0.60998775,0.050383251,1.17588487,-0.132469825,0.247048983,-0.825635448,-0.084599818,-0.024170997,-0.502341505,-0.470975269
14,0.163934878,-0.171054079,-0.790106439,-0.053393958,0.379545838,-0.453937546,-0.279137312,-1.269743179,-0.084599818,-0.024170997,0.165337598,-0.071100663
14,-0.341885379,-0.345201361,-0.590092983,-1.19494326,1.016617063,-0.293203685,-1.331509901,-2.157958639,-2.147980205,-1.482200036,0.833016701,-0.071100663
14,0.265098929,0.003093202,0.109954111,0.776823716,1.494420482,-0.453937546,-1.857696195,0.950795472,0.947090376,-0.753185516,0.49917715,0.995231619
15,0.062770826,-0.867643205,-0.490086255,-0.468502795,-1.85020345,0.510465618,-0.805323606,0.062580012,-0.600444914,-0.024170997,-1.170020609,-0.870849875
15,0.973247288,0.873829609,0.910007933,0.154160461,0.220278032,1.635602642,0.773235277,0.950795472,0.947090376,1.433858043,1.166856253,-1.803890622
15,-0.44304943,-1.56423233,-1.690166988,-0.572280004,-1.531667838,1.15340106,0.247048983,0.506687742,-1.116290011,-0.753185516,-0.168501954,-0.071100663
15,1.276739442,0.525535046,0.709994477,0.880600925,-0.257525387,1.635602642,0.773235277,0.506687742,0.947090376,0.704843523,0.49917715,-1.00414141
15,-0.847705635,-1.215937767,-0.2900728,-1.298720469,-0.894596613,0.028264036,0.773235277,0.506687742,0.947090376,0.704843523,-0.502341505,-1.270724481
15,-0.038393225,1.222124172,0.509981022,1.088155344,0.857349257,3.242941248,-1.331509901,-0.381527718,-1.116290011,-1.482200036,-0.502341505,-0.337683734
16,1.377903493,1.396271453,1.610055027,0.25793767,1.016617063,-0.775405267,0.247048983,1.394903202,0.947090376,0.704843523,0.833016701,-1.537307552
16,1.074411339,0.873829609,1.410041571,-1.09116605,1.494420482,0.9926672,1.825607866,0.506687742,0.947090376,-0.024170997,-1.837699712,-1.404016016
16,0.872083236,-0.171054079,1.510048299,0.776823716,0.857349257,-0.936139128,0.247048983,0.506687742,0.947090376,1.433858043,0.165337598,0.728648548
16,0.973247288,1.04797689,1.91007521,0.25793767,1.335152676,0.510465618,-2.910068784,-1.713850909,-2.147980205,-1.482200036,-0.836181057,0.462065478
16,1.681395647,-2.609116018,1.810068482,0.25793767,1.653688289,0.9926672,-0.805323606,0.950795472,0.947090376,1.433858043,-0.168501954,-1.937182157
16,0.062770826,1.04797689,1.310034844,-0.157171167,1.335152676,-0.936139128,-0.805323606,-1.269743179,-0.084599818,-0.753185516,0.833016701,1.928272366
17,-1.151197789,-0.345201361,-0.590092983,-0.779834423,-1.053864419,-0.775405267,0.247048983,0.062580012,-0.600444914,-0.024170997,-1.503860161,0.595357013
17,0.467427031,0.699682328,0.309967566,0.154160461,0.220278032,-1.739808431,0.773235277,0.506687742,-0.084599818,-0.024170997,0.833016701,0.195482407
17,1.479067544,2.26700786,1.110021388,1.399486972,0.857349257,1.635602642,1.299421571,0.062580012,0.431245279,-0.753185516,0.165337598,0.328773942
17,-0.544213481,1.396271453,-0.390079528,-0.157171167,-0.735328806,-0.132469825,-1.331509901,-0.381527718,0.947090376,0.704843523,-0.836181057,-0.604266805
17,0.163934878,1.222124172,0.709994477,-0.053393958,0.379545838,-0.775405267,0.247048983,-0.825635448,0.431245279,-0.753185516,0.165337598,0.195482407
17,-0.44304943,0.003093202,-0.990119894,-0.883611632,-1.213132225,-1.096872988,0.247048983,0.062580012,-1.116290011,0.704843523,-0.836181057,-1.137432946
18,0.669755134,0.873829609,-0.2900728,0.673046507,1.016617063,0.510465618,0.773235277,1.394903202,0.947090376,0.704843523,1.166856253,1.52839776
18,-0.038393225,0.699682328,-0.090059344,-0.572280004,1.016617063,-0.293203685,-3.436255079,-0.381527718,0.947090376,0.704843523,-0.502341505,-0.604266805
