0.083333333,0.01007326,0.083333333,0.012542517,0.083333333,0.018695306
0.017063492,0.013278388,0.083333333,0.010841837,0.050460637,0.083333333
0.083333333,0.010531136,0.010887772,0.083333333,0.024497487,0.042561655
0.046825397,0.083333333,0.083333333,0.079931973,0.009631491,0.01213206
0.009920635,0.083333333,0.010887772,0.014030612,0.083333333,0.056682578
0.011904762,0.007326007,0.069514238,0.083333333,0.013190955,0.062649165
0.012698413,0.016025641,0.024288107,0.083333333,0.083333333,0.013325378
0.011507937,0.009615385,0.083333333,0.054634354,0.011934673,0.083333333
0.01031746,0.027014652,0.010887772,0.011479592,0.083333333,0.083333333
0.01468254,0.023351648,0.009631491,0.011479592,0.083333333,0.083333333
0.083333333,0.083333333,0.013819095,0.083333333,0.011306533,0.022076372
0.009920635,0.083333333,0.083333333,0.020833333,0.012353434,0.083333333
0.083333333,0.072344322,0.083333333,0.063988095,0.013819095,0.009546539
0.083333333,0.083333333,0.03559464,0.083333333,0.012562814,0.010143198
0.072222222,0.083333333,0.012144054,0.02827381,0.083333333,0.011535402
0.083333333,0.007326007,0.010469012,0.055272109,0.010469012,0.083333333
0.083333333,0.014652015,0.083333333,0.019770408,0.083333333,0.009944312
0.00952381,0.083333333,0.012981575,0.012967687,0.083333333,0.056881464
0.012301587,0.083333333,0.083333333,0.009778912,0.083333333,0.025059666
0.011111111,0.083333333,0.018425461,0.083333333,0.058835846,0.010938743
0.083333333,0.026556777,0.083333333,0.010841837,0.009422111,0.083333333
0.083333333,0.011904762,0.010469012,0.083333333,0.011515913,0.054494829
